ID;petName;bornDatePet;petGender;typePet
70269;Matt;9/15/2006;Male;Catfish
70270;Alma;6/28/2011;Female;Kongoni
70271;Catherine;5/17/2018;Female;Comb duck
70272;Eduardo;10/5/2013;Male;Yak
70273;Russel;5/17/2018;Male;Fly
70274;Nate;12/7/2017;Male;Fox
70275;Nancy;12/5/2009;Female;Galah
70276;Javier;4/8/2009;Male;Wallaby
70277;Bryce;9/8/2011;Female;European spoonbill
70278;Tara;7/26/2007;Female;Sloth
70279;Abdul;4/20/2018;Male;Kori bustard
70280;Nick;6/19/2010;Male;European spoonbill
70281;Blake;11/7/2010;Female;Eagle owl
70282;Jack;11/13/2016;Male;Fossa
70283;Ivette;8/1/2010;Female;Blue-tongued lizard
70284;Gil;12/21/2012;Male;Horned puffin
70285;Jayden;5/6/2019;Male;California sea lion
70286;Rylee;9/9/2013;Female;Crab
70287;Carmen;7/18/2015;Female;Elephant
70288;Percy;4/30/2014;Male;Gray rhea
70289;Rhea;8/22/2016;Female;Collared lemming
70290;Lucas;5/28/2019;Male;Great white pelican
70291;Cynthia;5/21/2010;Female;Komodo dragon
70292;Matthew;5/11/2009;Male;Desert tortoise
70293;Benjamin;7/18/2009;Male;Possum
70294;Julian;12/31/2016;Male;Gray duiker
70295;Harry;7/23/2010;Male;Carmine bee-eater
70296;Wade;11/4/2018;Male;Collared lemming
70297;Leroy;10/13/2008;Male;Collared lemming
70298;Elle;2/24/2011;Female;Bushpig
70299;Barney;4/24/2010;Male;Galapagos albatross
70300;Faith;7/21/2019;Female;Eastern quoll
70301;Harvey;9/2/2016;Male;Black-tailed deer
70302;Francesca;11/1/2004;Female;Fork-tailed drongo
70303;Bryon;3/16/2008;Male;Fly
70304;Alexia;5/28/2019;Female;Blue shark
70305;Caitlyn;6/17/2012;Female;Eastern fox squirrel
70306;Chester;8/9/2014;Male;Vampire Bat
70307;Chester;6/5/2005;Male;Common langur
70308;Harmony;4/9/2009;Female;Feral rock pigeon
70309;Oliver;10/23/2017;Male;Hottentot teal
70310;Hayden;8/22/2017;Male;Ferret
70311;Colleen;7/23/2009;Female;Blue wildebeest
70312;Emery;4/23/2016;Female;Baboon
70313;Mya;6/7/2015;Female;Horned puffin
70314;Russel;5/6/2016;Male;Flightless cormorant
70315;Tyler;2/27/2007;Male;wasp
70316;Miriam;9/14/2008;Female;Crested bunting
70317;Vicky;4/12/2015;Female;Avocet
70318;Rick;8/23/2016;Male;Bison
70319;Martin;6/13/2012;Male;Indian tree pie
70320;Caleb;7/5/2011;Male;Donkey
70321;Alan;12/1/2005;Male;European beaver
70322;Vivian;11/23/2006;Female;Grizzly bear
70323;Michael;4/22/2018;Male;Bear
70324;Johnathan;10/12/2013;Male;Gray langur
70325;Josh;10/4/2011;Male;Cat
70326;Courtney;8/14/2013;Female;Galapagos mockingbird
70327;Tony;6/29/2009;Male;European red squirrel
70328;Eduardo;5/22/2018;Male;Wolverine
70329;Ronald;4/11/2009;Male;Downy woodpecker
70330;Leroy;3/6/2009;Male;Javanese cormorant
70331;Miley;2/1/2007;Female;Koala
70332;Rufus;7/26/2009;Male;King cormorant
70333;Elijah;1/12/2012;Male;Puma
70334;Rose;4/21/2008;Female;Ibex
70335;Mackenzie;3/2/2015;Female;Eurasian beaver
70336;Anthony;5/23/2014;Male;King cormorant
70337;Grace;5/3/2005;Female;Sparrow
70338;Daniel;2/1/2005;Male;Canada goose
70339;Mara;7/22/2009;Female;Antelope
70340;Angel;9/25/2012;Female;Duck
70341;Lindsay;6/23/2013;Female;Blue catfish
70342;Hank;11/12/2012;Male;Cat
70343;Rylee;3/25/2008;Female;Field flicker
70344;Freya;5/12/2014;Female;Owl
70345;Maggie;4/15/2006;Female;Fork-tailed drongo
70346;Denny;12/1/2014;Male;Huron
70347;Cedrick;11/22/2004;Male;Vulture
70348;Susan;3/30/2005;Female;Ibex
70349;Chanelle;6/7/2015;Female;Buttermilk snake
70350;Mona;12/20/2007;Female;Four-horned antelope
70351;Aisha;8/19/2017;Female;Sparrow
70352;Harry;12/17/2009;Male;Lion
70353;Phillip;7/8/2011;Male;Zebra
70354;Camila;11/22/2016;Female;Black-tailed prairie dog
70355;Domenic;7/31/2004;Male;wasp
70356;Crystal;11/16/2004;Female;Red Panda
70357;Matthew;7/7/2011;Male;Clown Fish
70358;Liv;1/1/2018;Female;Lemur
70359;Gwenyth;7/2/2017;Female;Horned lark
70360;Jayden;1/10/2012;Male;Golden jackal
70361;Adelaide;3/29/2014;Female;Wallaby
70362;Clarissa;6/8/2004;Female;Eastern boa constrictor
70363;Andie;11/3/2014;Female;Weasel
70364;Priscilla;5/19/2010;Female;Eastern indigo snake
70365;Camden;12/27/2014;Female;Kudu
70366;Madelyn;7/4/2008;Female;Giant otter
70367;Taylor;10/19/2015;Female;Hippopotamus
70368;Ivy;10/25/2016;Female;Polar Bear
70369;Alessia;8/12/2012;Female;Bushbuck
70370;Nicholas;6/8/2011;Male;Horse
70371;Gladys;1/2/2007;Female;Greater flamingo
70372;Rae;3/15/2012;Female;Indian leopard
70373;Rufus;10/24/2014;Male;eagle
70374;Josephine;12/24/2016;Female;Common wombat
70375;Jack;1/2/2006;Male;American buffalo
70376;Candace;11/13/2013;Female;Downy woodpecker
70377;Barry;7/8/2008;Male;Emu
70378;Kimberly;4/16/2012;Female;Gaur
70379;Carl;6/26/2016;Male;Eastern boa constrictor
70380;Melania;8/24/2017;Female;Chestnut weaver
70381;Barney;4/21/2012;Male;Buttermilk snake
70382;Christine;8/27/2013;Female;Greater flamingo
70383;Tyson;3/25/2017;Male;Common genet
70384;Macy;12/27/2011;Female;Bushbuck
70385;Rebecca;12/8/2008;Female;Butterfly
70386;Alan;3/17/2010;Male;Golden eagle
70387;Laila;3/9/2019;Female;Dog
70388;Leanne;1/6/2018;Female;Shirmp
70389;Marvin;10/8/2010;Male;Bat
70390;Mackenzie;11/23/2014;Female;Flightless cormorant
70391;Erin;10/21/2010;Female;Falcon
70392;Cara;3/7/2009;Female;Cobra
70393;Ronald;10/23/2012;Male;Owl
70394;Chester;7/10/2016;Male;Chacma baboon
70395;Matthew;10/14/2007;Male;Giant anteater
70396;Joy;2/16/2013;Female;Giant anteater
70397;Barney;1/14/2007;Male;Killer whale
70398;Benny;8/17/2005;Male;Downy woodpecker
70399;Jade;7/3/2010;Female;Comb duck
70400;Mandy;3/26/2006;Female;Common pheasant
70401;Ellen;2/7/2012;Female;Worm
70402;Angela;4/8/2009;Female;Fairy penguin
70403;Ema;11/19/2007;Female;Hanuman langur
70404;Celina;1/20/2017;Female;Boar
70405;Ember;6/10/2015;Female;Frilled lizard
70406;Sebastian;4/16/2017;Male;Horned puffin
70407;Bart;5/6/2006;Male;Eastern cottontail rabbit
70408;Tom;10/16/2006;Male;Kelp gull
70409;Barry;9/3/2019;Male;Feathertail glider
70410;Jacob;9/30/2018;Male;Brown lemur
70411;Roger;10/24/2008;Male;Chacma baboon
70412;Doug;2/3/2007;Male;Egyptian viper
70413;Rowan;2/28/2014;Female;Catfish
70414;Nicole;4/20/2004;Female;Cape fox
70415;Scarlett;2/28/2006;Female;Indian mynah
70416;Harry;10/15/2009;Male;Horned lark
70417;Barry;10/28/2017;Male;Donkey
70418;Boris;11/17/2018;Male;Brown pelican
70419;Lucas;12/17/2010;Male;Lemur
70420;Sofia;8/28/2011;Female;Blue wildebeest
70421;Marjorie;12/24/2004;Female;Chipmunk
70422;Barry;9/24/2006;Male;Sea Lion
70423;Julia;9/17/2011;Female;Blue shark
70424;Jane;4/15/2007;Female;Horned puffin
70425;Johnathan;5/18/2011;Male;Eastern boa constrictor
70426;Amy;12/20/2013;Female;Giraffe
70427;Hank;2/7/2004;Male;Elephant
70428;Rose;5/13/2012;Female;Scorpion
70429;Ivette;4/24/2010;Female;Boar
70430;Nathan;11/22/2015;Male;Bush dog
70431;Johnathan;9/11/2015;Male;Fairy penguin
70432;Alan;2/29/2016;Male;Greater flamingo
70433;Ronald;5/17/2013;Male;Armadillo
70434;Hannah;3/4/2018;Female;Great white pelican
70435;Ron;6/7/2005;Male;Bat
70436;Daron;5/7/2014;Male;Brazilian tapir
70437;Rhea;5/5/2018;Female;Great egret
70438;Owen;7/7/2007;Male;Lion
70439;Fred;1/23/2004;Male;Brown hyena
70440;Mike;11/4/2007;Male;Common turkey
70441;Mason;4/19/2007;Male;Jaguarundi
70442;Martha;12/6/2014;Female;Gray rhea
70443;Rylee;12/14/2006;Female;Ferret
70444;Tom;8/30/2008;Male;Leopard
70445;Jasmine;2/8/2018;Female;Giant otter
70446;Alexia;9/17/2004;Female;Cattle egret
70447;Sebastian;4/30/2015;Male;Boar
70448;Emma;9/15/2010;Female;Wolf
70449;Marilyn;2/5/2009;Female;Owl
70450;Logan;5/20/2012;Male;Clown Fish
70451;Goldie;12/15/2005;Female;Hamster
70452;Courtney;6/10/2015;Female;Rat
70453;Manuel;6/20/2005;Male;Greater flamingo
70454;Manuel;9/16/2012;Male;Sheep
70455;Alexa;7/22/2019;Female;Kinkajou
70456;Gabriel;3/17/2007;Male;King cormorant
70457;Bree;7/14/2006;Female;Black rhinoceros
70458;Isabel;7/20/2011;Female;Sparrow
70459;Janice;11/13/2011;Female;Dromedary camel
70460;Tess;10/20/2013;Female;Eastern white pelican
70461;Maxwell;3/21/2007;Male;Cheetah
70462;Eduardo;8/27/2009;Male;Vampire Bat
70463;Ron;3/19/2009;Male;Crab
70464;Payton;1/27/2015;Female;Polar Bear
70465;Jessica;1/16/2010;Female;Brown lemur
70466;Rose;2/17/2015;Female;Kaffir cat
70467;Esmeralda;7/16/2018;Female;Panda
70468;Ciara;1/23/2014;Female;Blue peacock
70469;Christy;8/11/2019;Female;Blue wildebeest
70470;Mayleen;3/2/2008;Female;Giant otter
70471;Rocco;12/26/2010;Male;Burrowing owl
70472;Daniel;4/18/2019;Male;Killer whale
70473;Maxwell;6/1/2014;Male;European badger
70474;Caydence;8/19/2006;Female;Brown capuchin
70475;William;10/16/2018;Male;Horned puffin
70476;Nate;2/19/2018;Male;wasp
70477;Gabriel;1/16/2006;Male;Vulture
70478;Chloe;8/31/2015;Female;Four-horned antelope
70479;Chadwick;11/4/2015;Male;Blue wildebeest
70480;Lindsay;1/8/2011;Female;Eastern white pelican
70481;Doug;1/27/2012;Male;Dabchick
70482;Tania;1/6/2010;Female;Cape raven
70483;Barry;4/13/2011;Male;Vulture
70484;Liam;1/1/2009;Male;Hawk-headed parrot
70485;Marjorie;3/8/2009;Female;Polar Bear
70486;Nick;5/2/2011;Male;Carmine bee-eater
70487;Darlene;7/17/2018;Female;Penguin
70488;Davina;11/23/2008;Female;Indian peacock
70489;Enoch;7/25/2015;Male;Fisher
70490;Julius;12/21/2016;Male;Calf
70491;Nathan;8/4/2019;Male;Common langur
70492;Matt;8/31/2007;Male;Comb duck
70493;Benjamin;2/11/2007;Male;Baboon
70494;Nick;3/19/2014;Male;Badger
70495;Janice;5/23/2011;Female;Wolverine
70496;Michelle;5/2/2008;Female;Boar
70497;Elly;10/13/2017;Female;Fairy penguin
70498;Payton;11/20/2018;Female;Catfish
70499;Chad;8/6/2018;Male;Harbor seal
70500;Samara;11/18/2011;Female;Giant girdled lizard
70501;Kassandra;10/9/2015;Female;Canadian river otter
70502;Jacob;3/17/2008;Male;Donkey
70503;Danny;7/4/2011;Male;Polar Bear
70504;Jackeline;3/11/2012;Female;wasp
70505;Ron;9/29/2007;Male;Zebra
70506;Melinda;12/13/2009;Female;Bat
70507;Madelyn;10/5/2014;Female;Gray heron
70508;Grace;8/10/2008;Female;Lemur
70509;Valentina;12/9/2016;Female;Black rhinoceros
70510;Rick;1/17/2005;Male;Crested barbet
70511;Fred;4/4/2008;Male;Dusky gull
70512;Bryce;9/30/2008;Female;Common zebra
70513;Chadwick;1/11/2004;Male;Fossa
70514;Vivian;2/6/2014;Female;Owl
70515;Alessia;6/2/2009;Female;Panda
70516;Kurt;7/23/2013;Male;wasp
70517;Tyler;6/10/2007;Male;Arctic fox
70518;Hank;11/22/2006;Male;Jabiru stork
70519;Jack;6/9/2016;Male;Cape fox
70520;Maya;1/29/2008;Female;African elephant
70521;Chad;9/5/2008;Male;Baboon
70522;Kieth;1/15/2018;Male;Common genet
70523;Lindsay;3/8/2006;Female;Chicken
70524;Faith;8/13/2017;Female;European badger
70525;Daniel;6/4/2018;Male;Glossy ibis
70526;Harvey;2/5/2014;Male;Collared peccary
70527;Gwen;3/19/2012;Female;Yak
70528;Miley;12/4/2013;Female;Bushbuck
70529;Valentina;7/13/2012;Female;Common dolphin
70530;Isabella;7/20/2014;Female;Crab
70531;Cherish;10/22/2010;Female;Dog
70532;Analise;12/22/2009;Female;Downy woodpecker
70533;Shay;3/7/2006;Female;Giant armadillo
70534;Oliver;8/2/2019;Male;Ant
70535;Dakota;2/1/2006;Female;Blue-tongued lizard
70536;Nathan;3/5/2009;Male;Caracal
70537;Eduardo;9/14/2018;Male;Crab
70538;Kurt;7/2/2010;Male;Bush dog
70539;Rosalie;11/20/2012;Female;wasp
70540;Harvey;1/29/2018;Male;Common wombat
70541;Denny;12/15/2011;Male;Hoary marmot
70542;Lexi;9/25/2011;Female;Turkey
70543;Peter;3/19/2017;Male;Crested bunting
70544;Boris;1/9/2011;Male;Brown lemur
70545;Janelle;3/6/2007;Female;Common zebra
70546;Estrella;9/14/2015;Female;European red squirrel
70547;Gabriel;8/17/2012;Male;Sloth
70548;Nancy;3/30/2010;Female;Eastern grey kangaroo
70549;Violet;9/3/2010;Female;Canada goose
70550;Alexander;7/7/2013;Male;Hippopotamus
70551;Russel;5/3/2018;Male;Duck
70552;Mark;12/14/2018;Male;Monkey
70553;Daron;2/19/2014;Male;American buffalo
70554;Bart;7/8/2009;Male;Collared peccary
70555;Doug;11/2/2018;Male;Common green iguana
70556;Johnny;8/23/2006;Male;Gila monster
70557;Ruby;4/8/2014;Female;Blue peacock
70558;Abbey;5/21/2013;Female;Calf
70559;Alan;6/28/2018;Male;Gaur
70560;Peter;12/26/2012;Male;Gray duiker
70561;Juliette;2/17/2017;Female;Desert spiny lizard
70562;Havana;3/12/2019;Female;Eastern quoll
70563;Gwenyth;5/19/2008;Female;Indian mynah
70564;Russel;6/12/2009;Male;Cape cobra
70565;Nate;1/6/2006;Male;Barking gecko
70566;Liam;4/27/2004;Male;European badger
70567;Abdul;5/15/2015;Male;Eastern fox squirrel
70568;Candice;10/17/2008;Female;Avocet
70569;Mabel;10/15/2011;Female;Coyote
70570;Aeris;1/19/2015;Female;Coyote
70571;Marjorie;4/12/2019;Female;Horned puffin
70572;Jenna;9/29/2010;Female;Indian leopard
70573;Russel;1/24/2017;Male;Black-footed ferret
70574;David;7/16/2009;Male;Horned lark
70575;Isla;8/17/2015;Female;squid
70576;Sydney;9/19/2004;Female;Eastern fox squirrel
70577;Chad;5/6/2016;Male;Albatross
70578;Owen;2/15/2006;Male;Gambels quail
70579;Eduardo;7/2/2007;Male;Kori bustard
70580;Isabella;8/26/2019;Female;Dalmatian
70581;Carolyn;7/5/2006;Female;Avocet
70582;Julius;1/28/2008;Male;Turkey
70583;Hadley;11/24/2010;Female;Fox
70584;Tara;9/18/2004;Female;African lion
70585;Roger;9/27/2013;Male;Cape raven
70586;Evelynn;12/18/2010;Female;Antelope
70587;Carl;3/21/2013;Male;Dalmatian
70588;Joyce;11/8/2011;Female;Brown hyena
70589;Melania;9/12/2012;Female;Bald Eagle
70590;Josephine;5/26/2010;Female;Armadillo
70591;Mara;5/26/2004;Female;Black-footed ferret
70592;Carrie;8/13/2015;Female;Dassie
70593;Peter;4/22/2004;Male;Sparrow
70594;Michael;12/31/2013;Male;Killer whale
70595;Taylor;12/8/2009;Female;Golden eagle
70596;Rebecca;4/7/2009;Female;European stork
70597;Melody;1/1/2014;Female;Blue fox
70598;Aiden;6/27/2019;Male;Cereopsis goose
70599;Camila;10/15/2010;Female;Eastern boa constrictor
70600;Marigold;5/16/2016;Female;Greater flamingo
70601;Sebastian;12/17/2017;Male;Capybara
70602;Jenna;3/25/2005;Female;Indian tree pie
70603;Marvin;10/8/2014;Male;Downy woodpecker
70604;Bob;2/22/2015;Male;Sheep
70605;Daron;6/6/2009;Male;European badger
70606;Fred;6/28/2009;Male;Indian giant squirrel
70607;Abdul;12/17/2009;Male;Crested porcupine
70608;Rylee;2/20/2008;Female;Kori bustard
70609;Mason;2/13/2005;Male;Golden eagle
70610;Kimberly;6/10/2017;Female;Gila monster
70611;Carter;10/28/2007;Male;Sheep
70612;Mason;4/4/2009;Male;Eastern quoll
70613;Jade;10/10/2011;Female;Fly
70614;Rebecca;8/25/2005;Female;Jungle kangaroo
70615;Nathan;12/4/2013;Male;Galapagos sea lion
70616;Phillip;9/27/2008;Male;Black spider monkey
70617;Alison;3/2/2014;Female;Egyptian viper
70618;Kamila;2/21/2005;Female;Brazilian tapir
70619;Mary;1/3/2006;Female;Kori bustard
70620;Tony;5/23/2018;Male;Cormorant
70621;Alma;10/5/2009;Female;Albatross
70622;Daniel;4/18/2007;Male;Mouse
70623;Gina;11/16/2013;Female;Dalmatian
70624;Wade;7/13/2013;Male;Brown capuchin
70625;Chadwick;12/17/2007;Male;Hippopotamus
70626;Alba;8/31/2006;Female;Eastern quoll
70627;Nathan;2/4/2009;Male;Frilled dragon
70628;Janice;6/9/2016;Female;Worm
70629;Oliver;9/5/2009;Male;Huron
70630;Maxwell;9/9/2004;Male;Dusky rattlesnake
70631;Erick;10/8/2010;Male;Blue fox
70632;Jacob;7/17/2005;Male;Gray rhea
70633;Kieth;1/19/2015;Male;Indian mynah
70634;Aileen;3/3/2004;Female;Common wombat
70635;Abdul;12/23/2012;Male;African lion
70636;Fred;10/13/2006;Male;European shelduck
70637;Regina;4/2/2005;Female;Galah
70638;Evie;12/4/2014;Female;Antelope
70639;Adelaide;3/8/2008;Female;European spoonbill
70640;Nathan;10/13/2012;Male;Butterfly
70641;Hazel;8/1/2008;Female;Jabiru stork
70642;Sage;6/27/2015;Female;European badger
70643;Hope;4/19/2005;Female;Sheep
70644;Charlize;12/26/2007;Female;Eastern boa constrictor
70645;David;12/11/2010;Male;Dusky gull
70646;Madelyn;4/10/2017;Female;Gambels quail
70647;Lauren;1/29/2017;Female;Common wolf
70648;Isabella;12/10/2010;Female;Bush dog
70649;Benjamin;2/17/2019;Male;European stork
70650;Deborah;12/6/2009;Female;Bobcat
70651;Lorraine;2/8/2005;Female;Dog
70652;Maggie;10/14/2016;Female;Dama wallaby
70653;Kieth;5/23/2008;Male;European badger
70654;Jack;8/23/2009;Male;Brown pelican
70655;Rufus;10/1/2008;Male;Impala
70656;Harriet;1/7/2015;Female;Brazilian tapir
70657;Hailey;7/4/2009;Female;Giant armadillo
70658;Sebastian;11/24/2013;Male;Cheetah
70659;Chad;9/25/2006;Male;Catfish
70660;Caleb;10/29/2006;Male;Seal
70661;Carl;7/31/2011;Male;Common ringtail
70662;Carmella;8/13/2016;Female;Fairy penguin
70663;Norah;10/10/2016;Female;Caracal
70664;Mike;2/29/2012;Male;Lion
70665;Kenzie;11/12/2018;Female;Vampire Bat
70666;Ember;9/20/2012;Female;Crested barbet
70667;Roger;2/26/2015;Male;Bush dog
70668;Felicity;5/20/2016;Female;Cattle egret
70669;Mark;12/14/2004;Male;Desert spiny lizard
70670;Denis;5/18/2016;Male;Galapagos sea lion
70671;Carol;7/21/2010;Female;Cheetah
70672;Roger;5/2/2018;Male;Indian tree pie
70673;Vicky;1/26/2008;Female;Eastern indigo snake
70674;Carla;8/2/2006;Female;Gerenuk
70675;Tyson;4/18/2010;Male;Hottentot teal
70676;Cecilia;11/15/2017;Female;Gorilla
70677;Shelby;7/9/2015;Female;Cattle egret
70678;Denis;2/26/2011;Male;Black-tailed prairie dog
70679;Matt;11/15/2017;Male;Polar Bear
70680;Miriam;4/2/2004;Female;Brown capuchin
70681;Renee;5/9/2016;Female;Bald Eagle
70682;Matthew;6/30/2016;Male;Carpet python
70683;Ron;11/17/2016;Male;Bear
70684;Nancy;9/23/2018;Female;European wild cat
70685;Ema;4/12/2008;Female;Common genet
70686;Alexander;2/9/2009;Male;Blue-tongued lizard
70687;David;7/23/2012;Male;Falcon
70688;Oliver;5/18/2017;Male;Donkey
70689;Kimberly;1/11/2019;Female;Chestnut weaver
70690;Jules;5/16/2009;Female;Great cormorant
70691;Rick;1/11/2017;Male;Eastern white pelican
70692;Denny;12/24/2014;Male;Common duiker
70693;Lorraine;12/2/2016;Female;Crested bunting
70694;Fiona;3/2/2012;Female;Capybara
70695;Dorothy;3/2/2013;Female;Common dolphin
70696;Lauren;2/22/2013;Female;Indian star tortoise
70697;Owen;3/8/2014;Male;Bushpig
70698;Anabel;4/15/2017;Female;Fork-tailed drongo
70699;Thea;7/16/2014;Female;Crested barbet
70700;Noah;4/9/2009;Male;Eurasian hoopoe
70701;Ronald;12/9/2013;Male;Dusky rattlesnake
70702;Doug;5/26/2015;Male;Sparrow
70703;Matthew;2/21/2004;Male;Barking gecko
70704;Erick;1/27/2015;Male;European wild cat
70705;Luke;2/7/2008;Male;California sea lion
70706;Owen;12/25/2010;Male;Galah
70707;Sienna;1/28/2008;Female;African elephant
70708;Nick;1/7/2004;Male;Shirmp
70709;Hailey;6/30/2008;Female;Penguin
70710;Kieth;6/7/2008;Male;Gambels quail
70711;Harmony;6/1/2012;Female;Gray langur
70712;Aileen;7/26/2010;Female;California sea lion
70713;Makenzie;4/10/2016;Female;Dromedary camel
70714;Adalie;12/3/2007;Female;Huron
70715;Kenzie;6/19/2006;Female;Gray rhea
70716;David;12/26/2015;Male;Avocet
70717;Brad;4/23/2011;Male;Tree Frog
70718;Domenic;3/24/2009;Male;European wild cat
70719;Gloria;5/6/2008;Female;Galapagos penguin
70720;Mike;1/8/2010;Male;Fox
70721;Julius;6/1/2011;Male;Eastern quoll
70722;Eduardo;4/24/2011;Male;Euro wallaby
70723;Clarissa;2/22/2008;Female;Impala
70724;Denis;4/25/2016;Male;Kongoni
70725;Audrey;3/19/2014;Female;Gerenuk
70726;Peter;5/2/2012;Male;Herring gull
70727;Miley;8/4/2016;Female;Canadian river otter
70728;Julian;12/3/2012;Male;Cat
70729;Caitlyn;4/16/2005;Female;Puma
70730;Chadwick;10/23/2005;Male;Indian porcupine
70731;Chris;8/17/2016;Male;Indian porcupine
70732;Sharon;4/15/2004;Female;Hippopotamus
70733;Michaela;10/6/2011;Female;Hippopotamus
70734;Caleb;2/16/2017;Male;Indian jackal
70735;Valerie;1/28/2013;Female;Eastern boa constrictor
70736;Fred;5/23/2017;Male;Cheetah
70737;Liv;7/22/2018;Female;King vulture
70738;Paige;2/20/2007;Female;Ferret
70739;Luna;3/9/2005;Female;Hanuman langur
70740;Jasmine;1/28/2005;Female;Indian porcupine
70741;Greta;12/18/2016;Female;Cheetah
70742;Rick;5/6/2006;Male;Hamster
70743;Carrie;8/25/2008;Female;Egyptian viper
70744;Denny;5/22/2015;Male;Jaguarundi
70745;Rocco;12/11/2016;Male;Downy woodpecker
70746;Laila;6/11/2009;Female;Zebra
70747;Abdul;2/2/2015;Male;Jaguarundi
70748;Penelope;5/27/2019;Female;Emerald green tree boa
70749;Bryon;1/23/2013;Male;Brown capuchin
70750;Benny;5/29/2010;Male;Wolverine
70751;Hayden;2/28/2017;Male;Euro wallaby
70752;Ronald;12/16/2017;Male;Cape Barren goose
70753;Carol;3/22/2010;Female;Horned rattlesnake
70754;Barney;8/9/2005;Male;Hawk-headed parrot
70755;Benny;1/14/2011;Male;Bear
70756;John;3/20/2009;Male;Gambels quail
70757;Bethany;5/17/2013;Female;Indian peacock
70758;Manuel;10/14/2013;Male;Indian star tortoise
70759;John;8/27/2008;Male;Calf
70760;Barry;11/22/2011;Male;Indian peacock
70761;Daria;6/6/2014;Female;Snake
70762;Cameron;9/3/2015;Female;Blue peacock
70763;Rocco;2/6/2017;Male;Blue shark
70764;Harry;2/22/2009;Male;Mouse
70765;Courtney;9/29/2017;Female;Blue catfish
70766;Jacqueline;9/6/2019;Female;Indian star tortoise
70767;Aleksandra;12/21/2008;Female;Gaur
70768;Barry;10/19/2006;Male;Sea Elephant
70769;Dorothy;10/1/2005;Female;Polar Bear
70770;Alexander;12/6/2008;Male;Galapagos tortoise
70771;Harvey;8/2/2005;Male;Butterfly
70772;Ron;9/20/2014;Male;Black rhinoceros
70773;Harvey;6/27/2013;Male;Snake
70774;Bob;8/1/2015;Male;Eastern boa constrictor
